visual parameter label,visual parameter value,xticks,yticks,preserved 0,preserved 1,preserved 2,preserved 3,gw_param_keys 0,gw_param_values 0,label 0,y,x_lower,x_upper,bgra,gw_param_keys 1,gw_param_values 1,label 1,x,y,bgra,gw_param_keys 2,gw_param_values 2,label 2,y,x_lower,x_upper,bgra,gw_param_keys 3,gw_param_values 3,label 3,x,y,bgra,gw_param_keys 4,gw_param_values 4,label 4,y,x_lower,x_upper,bgra,gw_param_keys 5,gw_param_values 5,label 5,x,y,bgra,gw_param_keys 6,gw_param_values 6,label 6,y,x_lower,x_upper,bgra,gw_param_keys 7,gw_param_values 7,label 7,x,y,bgra,gw_param_keys 8,gw_param_values 8,label 8,y,x_lower,x_upper,bgra,gw_param_keys 9,gw_param_values 9,label 9,x,y,bgra,gw_param_keys 10,gw_param_values 10,label 10,y,x_lower,x_upper,bgra,gw_param_keys 11,gw_param_values 11,label 11,x,y,bgra,gw_param_keys 12,gw_param_values 12,label 12,y,x_lower,x_upper,bgra,gw_param_keys 13,gw_param_values 13,label 13,x,y,bgra,gw_param_keys 14,gw_param_values 14,label 14,y,x_lower,x_upper,bgra,gw_param_keys 15,gw_param_values 15,label 15,x,y,bgra,gw_param_keys 16,gw_param_values 16,label 16,y,x_lower,x_upper,bgra,gw_param_keys 17,gw_param_values 17,label 17,x,y,bgra,gw_param_keys 18,gw_param_values 18,label 18,y,x_lower,x_upper,bgra,gw_param_keys 19,gw_param_values 19,label 19,x,y,bgra,gw_param_keys 20,gw_param_values 20,label 20,y,x_lower,x_upper,bgra,gw_param_keys 21,gw_param_values 21,label 21,x,y,bgra,gw_param_keys 22,gw_param_values 22,label 22,y,x_lower,x_upper,bgra,gw_param_keys 23,gw_param_values 23,label 23,x,y,bgra,gw_param_keys 24,gw_param_values 24,label 24,y,x_lower,x_upper,bgra,gw_param_keys 25,gw_param_values 25,label 25,x,y,bgra
,,,,,,,,,,,5.531813586920826,1.6660886430503798,2.33391135694962,,,,,,12.06141386309065,,,,,10.662054843540922,3.555281287383587,4.444718712616413,,,,,,16.29637576903239,,,,,13.744106789786752,5.69712188591185,6.30287811408815,,,,,,32.25625319008707,,,,,22.252298387760572,7.600097354425292,8.39990264557471,,,,,,34.21633795964299,,,,,26.847914102083962,9.709983325104877,10.290016674895123,,,,,,43.524509006238056,,,,,30.503840539890977,11.526351500513144,12.473648499486856,,,,,,81.87498212997686,,,,,37.29014767094248,13.422010026568206,14.577989973431794,,,,,,80.15850573009861,,,,,44.256515234937,15.567682376220104,16.432317623779895,,,,,,81.75880432675426,,,,,49.75806070300847,17.63286409055739,18.36713590944261,,,,,,101.86535982389363,,,,,53.36499968839597,19.672996835470723,20.327003164529277,,,,,,123.52613201228343,,,,,59.76783030785477,21.68068441132982,22.31931558867018,,,,,,103.55008694556774,,,,,63.172374794756664,23.518474796911224,24.481525203088776,,,,,,36.96938098760968,,,,,69.90544688654498,25.50933188456541,26.49066811543459,,,,,,135.4447940829067,
,,,,,,,,,,,5.773337176816998,1.6152085530414988,2.384791446958501,,,,,,9.921772730768875,,,,,11.166808635781953,3.511735020655523,4.4882649793444775,,,,,,31.047532417524657,,,,,14.55107615557436,5.674628855486902,6.325371144513098,,,,,,42.52961202833279,,,,,23.211633610043783,7.556298251789602,8.4437017482104,,,,,,38.218533845964195,,,,,28.099378204674018,9.683687448034918,10.316312551965082,,,,,,45.79065961239563,,,,,32.05791721978689,11.491572321234983,12.508427678765017,,,,,,27.330677132406507,,,,,39.058247796837485,13.369089437341117,14.630910562658883,,,,,,63.46515479954722,,,,,46.40354719575339,15.528475526021323,16.471524473978675,,,,,,42.380633016458226,,,,,51.933300665008005,17.602253073631278,18.397746926368722,,,,,,84.38590967236878,,,,,55.88581051605024,19.64262553981259,20.35737446018741,,,,,,86.52504924234175,,,,,62.48308272364641,21.654477149321426,22.345522850678574,,,,,,113.18581169579093,,,,,66.24413831936441,23.478511192679942,24.521488807320058,,,,,,87.94685533886056,,,,,73.1538011088939,25.45570088832276,26.54429911167724,,,,,,146.4787071576753,
,,,,,,,,,,,6.01486076671317,1.559541810115579,2.440458189884421,,,,,,7.510725040760828,,,,,11.671562428022986,3.464585787450963,4.535414212549036,,,,,,23.909866544087368,,,,,15.35804552136197,5.64937265634663,6.35062734365337,,,,,,25.617167094765385,,,,,24.170968832326995,7.512434855915825,8.487565144084176,,,,,,29.707708839819247,,,,,29.350842307264074,9.653781159841003,10.346218840158997,,,,,,78.3412847441349,,,,,33.6119938996828,11.457803929645193,12.542196070354807,,,,,,11.466863630402202,,,,,40.82634792273249,13.317815432508421,14.682184567491579,,,,,,46.50725931517534,,,,,48.55057915656978,15.486519754693195,16.513480245306805,,,,,,42.63089996780232,,,,,54.10854062700754,17.570931062560167,18.429068937439833,,,,,,101.22890090453103,,,,,58.406621343704515,19.609274671596037,20.390725328403963,,,,,,77.74947277063023,,,,,65.19833513943806,21.626262389455345,22.373737610544655,,,,,,56.88103028755747,,,,,69.31590184397216,23.436926349806452,24.563073650193548,,,,,,136.138929754717,,,,,76.40215533124282,25.402120062343613,26.597879937656387,,,,,,242.95733552696723,
,,,,,,,,,,,6.256384356609342,1.4997975376597292,2.5002024623402708,,,,,,10.889661351697141,,,,,12.176316220264015,3.414287717417989,4.585712282582011,,,,,,17.2685809672882,,,,,16.165014887149578,5.6211862061917275,6.3788137938082725,,,,,,32.349558203255306,,,,,25.13030405461021,7.468821862088206,8.531178137911795,,,,,,40.520221805125125,,,,,30.60230640985413,9.619829489615455,10.380170510384545,,,,,,49.84919103195114,,,,,35.166070579578715,11.425144855086534,12.574855144913466,,,,,,74.95573050294696,,,,,42.594448048627484,13.269088459596938,14.730911540403062,,,,,,58.99235455546771,,,,,50.697611117386174,15.442009450762782,16.557990549237218,,,,,,92.62564444027696,,,,,56.283780589007094,17.538608148831656,18.461391851168344,,,,,,51.21231197834665,,,,,60.92743217135879,19.572630952001354,20.427369047998646,,,,,,122.19292504400026,,,,,67.91358755522967,21.595322759556037,22.404677240443963,,,,,,48.1792498566592,,,,,72.3876653685799,23.393996866765406,24.606003133234594,,,,,,140.19700021574295,,,,,79.65050955359175,25.349662355612793,26.650337644387207,,,,,,182.57471543299823,
,,,,,,,,,,,6.497907946505514,1.4371089188123032,2.562891081187697,,,,,,9.0619614891123,,,,,12.681070012505044,3.3616528514135107,4.638347148586489,,,,,,22.64487178991325,,,,,16.971984252937187,5.589936135741692,6.410063864258308,,,,,,29.563290471994456,,,,,26.08963927689342,7.425723447481372,8.57427655251863,,,,,,41.774219055795655,,,,,31.853770512444186,9.581568967345786,10.418431032654214,,,,,,6.106908459166867,,,,,36.72014725947463,11.39345812864544,12.60654187135456,,,,,,36.7913792838812,,,,,44.36254817452249,13.223669356197032,14.776330643802968,,,,,,35.8519596407641,,,,,52.844643078202566,15.395318913433368,16.604681086566632,,,,,,72.89425286829692,,,,,58.45902055100663,17.50492913951082,18.49507086048918,,,,,,94.26613208201829,,,,,63.44824299901306,19.532525290596038,20.467474709403962,,,,,,147.60358154451256,,,,,70.6288399710213,21.56095271972205,22.43904728027795,,,,,,101.90100010651757,,,,,75.45942889318765,23.35011137461718,24.64988862538282,,,,,,116.79434515279168,,,,,82.89886377594067,25.29940429830751,26.70059570169249,,,,,,150.65989712174112,
,,,,,,,,,,,6.7394315364016855,1.3729952177530822,2.627004782246918,,,,,,8.166096176779241,,,,,13.185823804746077,3.307840987148751,4.692159012851249,,,,,,19.511175433476314,,,,,17.7789536187248,5.555544514084532,6.444455485915468,,,,,,53.23998500762786,,,,,27.048974499176634,7.383366654559335,8.616633345440665,,,,,,42.61683260414379,,,,,33.10523461503424,9.538973204488931,10.461026795511069,,,,,,58.151156787797,,,,,38.27422393937054,11.362414162645663,12.637585837354337,,,,,,33.9756358868716,,,,,46.130648300417484,13.182143724568247,14.817856275431753,,,,,,64.56136381236027,,,,,54.99167503901896,15.34702366213004,16.652976337869962,,,,,,114.69851547511311,,,,,60.63426051300617,17.469525551775043,18.530474448224957,,,,,,75.74401391671678,,,,,65.96905382666733,19.488994670154526,20.511005329845474,,,,,,99.8493804304269,,,,,73.34409238681295,21.522576560398484,22.477423439601516,,,,,,56.34849490526839,,,,,78.5311924177954,23.305777278058734,24.694222721941266,,,,,,89.42495952613262,,,,,86.14721799828958,25.252368702214085,26.747631297785915,,,,,,125.3926835102209,
,,,,,,,,,,,6.980955126297857,1.3092628501216095,2.6907371498783905,,,,,,7.5347454856355505,,,,,13.69057759698711,3.2543007158870654,4.745699284112934,,,,,,26.58610967346185,,,,,18.585922984512408,5.518014888343864,6.481985111656136,,,,,,52.48500640609504,,,,,28.00830972145985,7.341947868502673,8.658052131497328,,,,,,35.86243843175112,,,,,34.3566987176243,9.492300588951126,10.507699411048874,,,,,,45.858606625476305,,,,,39.82830061926646,11.331566286187515,12.668433713812485,,,,,,75.26257562923516,,,,,47.89874842631249,13.14490356207174,14.85509643792826,,,,,,81.11310981003265,,,,,57.13870699983535,15.297904743347363,16.702095256652637,,,,,,56.76037252463945,,,,,62.809500475005706,17.432080100466838,18.567919899533162,,,,,,87.59906589478081,,,,,68.48986465432161,19.44232901859667,20.55767098140333,,,,,,100.03371417551725,,,,,76.05934480260458,21.47986686505978,22.52013313494022,,,,,,140.0860493946704,,,,,81.60295594240314,23.261618271607894,24.738381728392106,,,,,,106.00786375121906,,,,,89.3955722206385,25.209462461566957,26.790537538433043,,,,,,93.84531417702912,
,,,,,,,,,,,7.222478716194029,1.2478574525699258,2.7521425474300742,,,,,,12.691368109319823,,,,,14.195331389228139,3.2026636760594234,4.797336323940576,,,,,,19.436923456141947,,,,,19.392892350300016,5.477460634467853,6.522539365532147,,,,,,36.62845642509744,,,,,28.967644943743057,7.301632794527779,8.698367205472222,,,,,,44.04993867374385,,,,,35.60816282021435,9.442117859991193,10.557882140008807,,,,,,46.196080612543085,,,,,41.38237729916237,11.300448860392297,12.699551139607703,,,,,,53.11933396578722,,,,,49.66684855220749,13.112148617610087,14.887851382389913,,,,,,60.15691597583707,,,,,59.285738960651756,15.24893308617892,16.75106691382108,,,,,,130.84426030513626,,,,,64.98474043700526,17.392397672803348,18.607602327196652,,,,,,77.12928237289785,,,,,71.01067548197588,19.393095612765965,20.606904387234035,,,,,,94.45945983357622,,,,,78.77459721839622,21.43284835306935,22.56715164693065,,,,,,66.42673559206553,,,,,84.67471946701089,23.218361783222722,24.781638216777278,,,,,,110.15702895547378,,,,,92.64392644298742,25.171414175717203,26.828585824282797,,,,,,108.54075331048338,
,,,,,,,,,,,7.464002306090201,1.1906890427189745,2.8093109572810255,,,,,,10.408235835394189,,,,,14.700085181469168,3.1546019619542114,4.845398038045789,,,,,,17.991197081327176,,,,,20.199861716087625,5.434132941936424,6.565867058063576,,,,,,0.3460801137150469,,,,,29.926980166026272,7.262555161037362,8.737444838962638,,,,,,41.1606412796387,,,,,36.85962692280441,9.389295817966929,10.610704182033071,,,,,,42.2467839833913,,,,,42.936453979058285,11.268683978383587,12.731316021616413,,,,,,82.62796788493455,,,,,51.434948678102494,13.083907560245596,14.916092439754404,,,,,,73.59403792778961,,,,,61.43277092146815,15.20123336024905,16.798766639750948,,,,,,102.01005613210091,,,,,67.1599803990048,17.350475080250032,18.649524919749968,,,,,,92.66572637482278,,,,,73.53148630963015,19.34213614299516,20.65786385700484,,,,,,90.14252837850186,,,,,81.48984963418786,21.381972695872783,22.618027304127217,,,,,,99.39381855339967,,,,,87.74648299161863,23.1768163826461,24.8231836173539,,,,,,166.09731393741916,,,,,95.89228066533634,25.138717507727243,26.861282492272757,,,,,,160.25703915710977,
,,,,,,,,,,,7.705525895986371,1.139457984057337,2.860542015942663,,,,,,9.224035596825697,,,,,15.204838973710201,3.1116656548152886,4.888334345184711,,,,,,11.218697516901067,,,,,21.006831081875234,5.3884452118826855,6.6115547881173145,,,,,,40.60144279619894,,,,,30.886315388309487,7.224822486549496,8.775177513450505,,,,,,43.0343790876253,,,,,38.111091025394465,9.334976300626876,10.665023699373124,,,,,,22.503495665352407,,,,,44.4905306589542,11.236080921656292,12.763919078343708,,,,,,91.89049264475764,,,,,53.20304880399748,13.060076369508153,14.939923630491847,,,,,,103.23558672005228,,,,,63.57980288228454,15.15602933310243,16.84397066689757,,,,,,64.07254601225868,,,,,69.33522036100433,17.30656130779633,18.69343869220367,,,,,,62.68145322789227,,,,,76.05229713728443,19.290534928865227,20.709465071134773,,,,,,122.1042134742574,,,,,84.20510204997947,21.328152503773392,22.671847496226608,,,,,,119.10419358142505,,,,,90.81824651622638,23.13784004896989,24.86215995103011,,,,,,122.0862362010949,,,,,99.14063488768527,25.111586909032198,26.888413090967802,,,,,,123.38275335027836,
,,,,,,,,,,,7.947049485882543,1.0955091721871462,2.904490827812854,,,,,,13.332296922793258,,,,,15.709592765951234,3.075122172115024,4.924877827884976,,,,,,28.06248348454917,,,,,21.813800447662842,5.340990358498447,6.659009641501553,,,,,,11.060645997855218,,,,,31.845650610592696,7.188537231834134,8.811462768165866,,,,,,31.9846095846529,,,,,39.36255512798452,9.280512591836866,10.719487408163134,,,,,,36.4442020568245,,,,,46.04460733885011,11.20271318820762,12.79728681179238,,,,,,39.08491526782391,,,,,54.971148929892486,13.040468812637256,14.959531187362744,,,,,,36.07341395877074,,,,,65.72683484310093,15.114575056942847,16.885424943057153,,,,,,73.72161273406105,,,,,71.51046032300388,17.26120064964861,18.73879935035139,,,,,,62.03953623006167,,,,,78.5731079649387,19.2395604278366,20.7604395721634,,,,,,126.00068624885799,,,,,86.92035446577111,21.27274704889411,22.72725295110589,,,,,,104.54747156584573,,,,,93.89001004083413,23.102300986525318,24.897699013474682,,,,,,169.98226868763297,,,,,102.38898911003419,25.089932362578363,26.910067637421637,,,,,,91.05903943179767,
,,,,,,,,,,,8.188573075778715,1.0597357327013348,2.940264267298665,,,,,,9.434726837962746,,,,,16.21434655819226,3.0458204644023703,4.954179535597629,,,,,,26.863242898518532,,,,,22.62076981345045,5.292547596561721,6.707452403438279,,,,,,1.9367946092940542,,,,,32.804985832875914,7.153837994955966,8.846162005044034,,,,,,42.56863832370627,,,,,40.61401923057458,9.227388361853018,10.772611638146982,,,,,,45.898593121175345,,,,,47.59868401874603,11.168960992041374,12.831039007958626,,,,,,73.12074786830024,,,,,56.73924905578749,13.024871939199265,14.975128060800735,,,,,,56.75431098197988,,,,,67.87386680391732,15.078078044343187,16.921921955656813,,,,,,79.69785108156863,,,,,73.68570028500342,17.2152528067601,18.7847471932399,,,,,,53.7966161842114,,,,,81.09391879259297,19.190585591522375,20.809414408477625,,,,,,49.67881686191137,,,,,89.63560688156275,21.21749796313735,22.78250203686265,,,,,,146.08688060285294,,,,,96.96177356544189,23.071033390291728,24.928966609708272,,,,,,126.65887784737122,,,,,105.63734333238311,25.07335892869071,26.92664107130929,,,,,,139.93527492586347,
,,,,,,,,,,,8.430096665674887,1.0325431504470344,2.9674568495529656,,,,,,9.87553212125103,,,,,16.719100350433294,3.024100532193838,4.975899467806162,,,,,,17.072128652233616,,,,,23.42773917923806,5.244075866186033,6.755924133813967,,,,,,18.435045058453596,,,,,33.76432105515913,7.120958743777087,8.879041256222914,,,,,,49.23436724055992,,,,,41.86548333316463,9.1771227692777,10.8228772307223,,,,,,52.931330029715106,,,,,49.15276069864194,11.135512185425641,12.864487814574359,,,,,,61.18048640989618,,,,,58.50734918168249,13.01309862214461,14.98690137785539,,,,,,49.076185312106276,,,,,70.02089876473372,15.047621712911312,16.95237828708869,,,,,,58.23283336515151,,,,,75.86094024700296,17.16988626562096,18.83011373437904,,,,,,101.28663692389348,,,,,83.61472962024725,19.14499531764367,20.85500468235633,,,,,,102.43964949101552,,,,,92.35085929735439,21.164419393063113,22.835580606936887,,,,,,79.98747646349753,,,,,100.03353709004963,23.044791164682284,24.955208835317716,,,,,,109.33753303463837,,,,,108.88569755473203,25.061194997324723,26.938805002675277,,,,,,113.95647870771279,
,,,,,,,,,,,8.671620255571058,1.013872777078405,2.9861272229215947,,,,,,7.045624263011897,,,,,17.223854142674327,3.0097625497586526,4.990237450241347,,,,,,30.90138661776013,,,,,24.23470854502567,5.196692106072704,6.803307893927296,,,,,,35.114570716075455,,,,,34.72365627744233,7.090296167943534,8.909703832056465,,,,,,45.403579354946075,,,,,43.11694743575469,9.131171153849994,10.868828846150006,,,,,,33.21953686313598,,,,,50.706837378537855,11.103320745546817,12.896679254453183,,,,,,54.31398451980596,,,,,60.275449307577496,13.005029563918438,14.994970436081562,,,,,,50.21440992976272,,,,,72.16793072555011,15.024094675591574,16.975905324408426,,,,,,86.886865774126,,,,,78.0361802090025,17.126543556566062,18.873456443433938,,,,,,98.2210535945284,,,,,86.13554044790152,19.104090856071984,20.895909143928016,,,,,,88.78019864956356,,,,,95.06611171314603,21.115652996283448,22.884347003716552,,,,,,90.38714823568151,,,,,103.10530061465738,23.02420304269073,24.97579695730927,,,,,,133.35734252415315,,,,,112.13405177708096,25.05255027843549,26.94744972156451,,,,,,154.1202501638361,
,,,,,,,,,,,8.91314384546723,1.0032730536429355,2.9967269463570645,,,,,,5.943154724466486,,,,,17.72860793491536,3.002101078525576,4.997898921474424,,,,,,17.19858263412454,,,,,25.041677910813284,5.151634056396695,6.848365943603305,,,,,,25.261717093045288,,,,,35.682991499725546,7.062468514695988,8.937531485304012,,,,,,43.849905055285184,,,,,44.368411538344745,9.090831507263118,10.909168492736882,,,,,,64.82999851008844,,,,,52.26091405843377,11.073528263763047,12.926471736236953,,,,,,66.79407291160382,,,,,62.0435494334725,13.000638870755115,14.999361129244885,,,,,,79.35502763925237,,,,,74.3149626863665,15.008133897458691,16.99186610254131,,,,,,60.92389183423096,,,,,80.21142017100205,17.086878926159674,18.913121073840326,,,,,,70.86447305356951,,,,,88.65635127555579,19.069001355540987,20.930998644459013,,,,,,103.76332080968959,,,,,97.78136412893767,21.07330280762816,22.92669719237184,,,,,,155.78708819732392,,,,,106.17706413926513,23.00973276095878,24.99026723904122,,,,,,122.64465578836159,,,,,115.38240599942985,25.046400921536435,26.953599078463565,,,,,,62.98010945859481,
,,,,,,,,,,,9.154667435363402,1.0,3.0,,,,,,10.582971536475338,,,,,18.233361727156385,3.0,5.0,,,,,,10.865146210820988,,,,,25.848647276600893,5.1102089744887875,6.8897910255112125,,,,,,29.109061082471868,,,,,36.64232672200876,7.0383462110062185,8.961653788993782,,,,,,41.73535689286548,,,,,45.6198756409348,9.057166411920033,10.942833588079967,,,,,,42.38341238245639,,,,,53.81499073832968,11.047359236094723,12.952640763905277,,,,,,75.96904862631179,,,,,63.81164955936749,13.0,15.0,,,,,,90.72756741779115,,,,,76.46199464718289,15.000087380529644,16.999912619470358,,,,,,74.44382574841993,,,,,82.38666013300158,17.052670478153214,18.947329521846786,,,,,,77.04929257421895,,,,,91.17716210321007,19.040611762750213,20.959388237249787,,,,,,165.92668582909607,,,,,100.49661654472928,21.039267653767208,22.960732346232792,,,,,,138.86573467904083,,,,,109.24882766387287,23.001647836552696,24.998352163447304,,,,,,78.20839810239562,,,,,118.63076022177877,25.041695189986317,26.958304810013683,,,,,,107.98643259779631,
,,,,,,,,,,,9.396191025259572,1.003126851042256,2.996873148957744,,,,,,10.80171805350277,,,,,18.738115519397418,3.0020746968597045,4.9979253031402955,,,,,,12.996536381978098,,,,,26.6556166423885,5.073731338644928,6.926268661355072,,,,,,30.55998965375984,,,,,37.601661944291976,7.01903686262733,8.980963137372669,,,,,,45.183993195306996,,,,,46.87133974352486,9.030948339304,10.969051660696,,,,,,21.309962072601564,,,,,55.3690674182256,11.026004517173309,12.973995482826691,,,,,,61.34883139546795,,,,,65.5797496852625,13.00327209190859,14.99672790809141,,,,,,66.75445223887611,,,,,78.60902660799928,15.0,17.0,,,,,,93.45233860665935,,,,,84.56190009500112,17.025710201664364,18.974289798335636,,,,,,96.59386015801059,,,,,93.69797293086434,19.019514153999975,20.980485846000025,,,,,,147.70508226436257,,,,,103.21186896052092,21.015089062646165,22.984910937353835,,,,,,102.01908433683236,,,,,112.32059118848062,23.0,25.0,,,,,,169.36658725166828,,,,,121.8791144441277,25.0374694506356,26.9625305493644,,,,,,174.27392367837348,
,,,,,,,,,,,9.637714615155744,1.011645954827057,2.988354045172943,,,,,,8.720578905699313,,,,,19.24286931163845,3.0068413024423837,4.993158697557616,,,,,,21.670711026983767,,,,,27.46258600817611,5.043454040401122,6.956545959598878,,,,,,26.342239637835874,,,,,38.56099716657519,7.005815124880282,8.994184875119718,,,,,,27.399929005829673,,,,,48.12280384611492,9.012633270289918,10.987366729710082,,,,,,67.17459008511241,,,,,56.92314409812151,11.010508539116355,12.989491460883645,,,,,,37.31795586327989,,,,,67.34784981115749,13.010669778141834,14.989330221858166,,,,,,56.02046675162411,,,,,80.75605856881567,15.007623600855212,16.99237639914479,,,,,,112.36552873644047,,,,,86.73714005700067,17.007676974798017,18.992323025201983,,,,,,37.01761152636531,,,,,96.2187837585186,19.005986577172227,20.994013422827773,,,,,,49.36752738212944,,,,,105.92712137631256,21.001830530759783,22.998169469240217,,,,,,139.58167359743993,,,,,115.39235471308837,23.00461945617017,24.99538054382983,,,,,,148.28557289674185,,,,,125.12746866647662,25.032961579519576,26.967038420480424,,,,,,57.057343027449505,
,,,,,,,,,,,9.879238205051916,1.0245526183072664,2.9754473816927334,,,,,,14.343205172088444,,,,,19.747623103879484,3.012889653112615,4.987110346887385,,,,,,14.157810025965947,,,,,28.26955537396372,5.020498504615618,6.979501495384382,,,,,,23.40381646470516,,,,,39.52033238885839,7.0,9.0,,,,,,37.640010126615124,,,,,49.374267948704976,9.002363923560774,10.997636076439226,,,,,,54.403127566550914,,,,,58.477220778017426,11.001674700055363,12.998325299944637,,,,,,69.83066785213416,,,,,69.1159499370525,13.02242191907719,14.97757808092281,,,,,,86.91482741605705,,,,,82.90309052963208,15.022449751230136,16.977550248769862,,,,,,79.86412486542847,,,,,88.91238001900021,17.0,19.0,,,,,,100.72679174681898,,,,,98.73959458617287,19.0,21.0,,,,,,64.60426220743068,,,,,108.6423737921042,21.0,23.0,,,,,,127.64323019551696,,,,,118.46411823769611,23.01512393434947,24.98487606565053,,,,,,122.73734695087072,,,,,128.37582288882555,25.027707863862442,26.972292136137558,,,,,,75.27816388920024,
,,,,,,,,,,,10.120761794948088,1.04090809327248,2.95909190672752,,,,,,1.0,,,,,20.25237689612051,3.0190373080471264,4.9809626919528736,,,,,,2.0,,,,,29.076524739751328,5.005789492376174,6.994210507623826,,,,,,3.0,,,,,40.47966761114161,7.002795374331152,8.997204625668848,,,,,,4.0,,,,,50.62573205129503,9.0,11.0,,,,,,5.0,,,,,60.03129745791334,11.0,13.0,,,,,,6.0,,,,,70.8840500629475,13.038725948495642,14.961274051504358,,,,,,7.0,,,,,85.05012249044847,15.043760975652328,16.95623902434767,,,,,,8.0,,,,,91.08761998099975,17.003723214834796,18.996276785165204,,,,,,9.0,,,,,101.26040541382714,19.00125045828658,20.99874954171342,,,,,,10.0,,,,,111.3576262078958,21.009522149524404,22.990477850475596,,,,,,11.0,,,,,121.53588176230386,23.030942091727006,24.969057908272994,,,,,,12.0,,,,,131.62417711117445,25.02161050500941,26.97838949499059,,,,,,13.0,
,,,,,,,,,,,10.36228538484426,1.0598848932131415,2.9401151067868585,,,,,,19.0,,,,,20.757130688361542,3.024446256574662,4.975553743425338,,,,,,38.0,,,,,29.883494105538936,5.0,7.0,,,,,,57.0,,,,,41.43900283342482,7.01512037811233,8.98487962188767,,,,,,76.0,,,,,51.87719615388509,9.005169379756824,10.994830620243176,,,,,,95.0,,,,,61.585374137809254,11.005645193016665,12.994354806983335,,,,,,114.0,,,,,72.65215018884248,13.059704461871148,14.940295538128852,,,,,,133.0,,,,,87.19715445126486,15.070694216124354,16.929305783875645,,,,,,152.0,,,,,93.26285994299928,17.01938447684135,18.98061552315865,,,,,,171.0,,,,,103.78121624148143,19.009210459502814,20.990789540497186,,,,,,190.0,,,,,114.07287862368744,21.029761422966782,22.970238577033218,,,,,,209.0,,,,,124.6076452869116,23.05134944378994,24.94865055621006,,,,,,228.0,,,,,134.8725313335234,25.01496594463378,26.98503405536622,,,,,,247.0,
,,,,,,,,,,,10.603808974740431,1.0808004096874577,2.9191995903125423,,,,,,,,,,,21.261884480602575,3.02869067726034,4.97130932273966,,,,,,,,,,,30.690463471326545,5.003510734408301,6.996489265591699,,,,,,,,,,,42.39833805570804,7.037461125913104,8.962538874086896,,,,,,,,,,,53.12866025647514,9.017331704442977,10.982668295557023,,,,,,,,,,,63.13945081770517,11.018441295012131,12.981558704987869,,,,,,,,,,,74.4202503147375,13.085369530560552,14.914630469439448,,,,,,,,,,,89.34418641208126,15.102309013897017,16.897690986102983,,,,,,,,,,,95.43809990499884,17.046925645038062,18.953074354961938,,,,,,,,,,,106.30202706913569,19.02319157851585,20.97680842148415,,,,,,,,,,,116.78813103947908,21.059591330596177,22.940408669403823,,,,,,,,,,,127.67940881151935,23.07551381527137,24.92448618472863,,,,,,,,,,,138.1208855558723,25.00844908331316,26.99155091668684,,,,,,,
,,,,,,,,,,,10.845332564636603,1.1031439027760157,2.896856097223984,,,,,,,,,,,21.766638272843608,3.0317719354682606,4.96822806453174,,,,,,,,,,,31.497432837114154,5.016387264266749,6.983612735733251,,,,,,,,,,,43.35767327799125,7.069772757555573,8.930227242444426,,,,,,,,,,,54.38012435906519,9.035844644874372,10.964155355125628,,,,,,,,,,,64.69352749760108,11.037928148731513,12.962071851268487,,,,,,,,,,,76.18835044063249,13.115598342703866,14.884401657296134,,,,,,,,,,,91.49121837289765,15.13765268839699,16.86234731160301,,,,,,,,,,,97.61333986699837,17.0856497250646,18.9143502749354,,,,,,,,,,,108.82283789678998,19.042409340152496,20.957590659847504,,,,,,,,,,,119.50338345527072,21.097501076136197,22.902498923863803,,,,,,,,,,,130.7511723361271,23.102546503738786,24.897453496261214,,,,,,,,,,,141.36923977822124,25.0030542969387,26.9969457030613,,,,,,,
,,,,,,,,,,,11.086856154532773,1.1265982779560486,2.873401722043951,,,,,,,,,,,22.271392065084633,3.0340844575307333,4.965915542469267,,,,,,,,,,,32.30440220290176,5.038376304181693,6.961623695818307,,,,,,,,,,,44.31700850027447,7.111450806672183,8.888549193327817,,,,,,,,,,,55.631588461655255,9.060023571554844,10.939976428445156,,,,,,,,,,,66.24760417749698,11.063416708413126,12.936583291586874,,,,,,,,,,,77.95645056652751,13.150121652021994,14.849878347978006,,,,,,,,,,,93.63825033371404,15.175815670026397,16.8241843299736,,,,,,,,,,,99.78857982899791,17.134237911563105,18.865762088436895,,,,,,,,,,,111.34364872444424,19.066042097688772,20.933957902311228,,,,,,,,,,,122.21863587106236,21.14172734921533,22.85827265078467,,,,,,,,,,,133.82293586073484,23.131555015962206,24.868444984037794,,,,,,,,,,,144.61759400057014,25.0,27.0,,,,,,,
,,,,,,,,,,,11.328379744428945,1.1510535178004901,2.84894648219951,,,,,,,,,,,22.776145857325666,3.0363420156705545,4.963657984329446,,,,,,,,,,,33.11137156868937,5.068920882288873,6.931079117711127,,,,,,,,,,,45.27634372255767,7.1613763095245,8.8386236904755,,,,,,,,,,,56.883052564245304,9.089187227710813,10.910812772289187,,,,,,,,,,,67.8016808573929,11.094064334658844,12.905935665341156,,,,,,,,,,,79.7245506924225,13.188524616730856,14.811475383269144,,,,,,,,,,,95.78528229453043,15.215971988533518,16.784028011466482,,,,,,,,,,,101.96381979099745,17.19083233291447,18.80916766708553,,,,,,,,,,,113.86445955209852,19.09327762005532,20.90672237994468,,,,,,,,,,,124.933888286854,21.190397400479668,22.809602599520332,,,,,,,,,,,136.8946993853426,23.161693372635206,24.838306627364794,,,,,,,,,,,147.8659482229191,25.000608330898828,26.999391669101172,,,,,,,
