visual parameter,value,xticks,yticks,preserved 0,preserved 1,preserved 2,preserved 3,gw_param_keys 0,gw_param_values 0,label,x,y,z,gw_param_keys 1,gw_param_values 1,label,x,y,z,gw_param_keys 2,gw_param_values 2,label,x,y,z,gw_param_keys 3,gw_param_values 3,label,x,y,z,gw_param_keys 4,gw_param_values 4,label,x,y,z,gw_param_keys 5,gw_param_values 5,label,x,y,z,gw_param_keys 6,gw_param_values 6,label,x,y,z,gw_param_keys 7,gw_param_values 7,label,x,y,z,gw_param_keys 8,gw_param_values 8,label,x,y,z,gw_param_keys 9,gw_param_values 9,label,x,y,z,gw_param_keys 10,gw_param_values 10,label,x,y,z,gw_param_keys 11,gw_param_values 11,label,x,y,z,gw_param_keys 12,gw_param_values 12,label,x,y,z
,,,,,,,,,,,3.775510204081632,-4.387755102040816,-0.05698795812577835,,,,3.775510204081632,-4.387755102040816,-0.17819193647116022,,,,3.775510204081632,-4.387755102040816,-0.04085802588330631,,,,3.775510204081632,-4.387755102040816,-0.07910440386665747,,,,3.775510204081632,-4.387755102040816,0.10594509641702762,,,,3.775510204081632,-4.387755102040816,0.24813497027996054,,,,3.775510204081632,-4.387755102040816,0.8204479631790889,,,,3.775510204081632,-4.387755102040816,1.590158236700609,,,,3.775510204081632,-4.387755102040816,1.5147981074737993,,,,3.775510204081632,-4.387755102040816,0.07821534160329202,,,,3.775510204081632,-4.387755102040816,1.4812635751707839,,,,3.775510204081632,-4.387755102040816,2.569417642990369,,,,3.775510204081632,-4.387755102040816,3.5244449542760345
,,,,,,,,,,,3.979591836734695,-4.387755102040816,0.02698158394551622,,,,3.979591836734695,-4.387755102040816,0.08745249954263555,,,,3.979591836734695,-4.387755102040816,-0.20775376769872936,,,,3.979591836734695,-4.387755102040816,0.09020565381413102,,,,3.979591836734695,-4.387755102040816,-0.13688880548511392,,,,3.979591836734695,-4.387755102040816,-0.20655272995411755,,,,3.979591836734695,-4.387755102040816,0.8827447481094866,,,,3.979591836734695,-4.387755102040816,0.7157592409254102,,,,3.979591836734695,-4.387755102040816,1.0175220951400334,,,,3.979591836734695,-4.387755102040816,0.8967772045939845,,,,3.979591836734695,-4.387755102040816,0.8931729447139766,,,,3.979591836734695,-4.387755102040816,1.1049152379829057,,,,3.979591836734695,-4.387755102040816,4.249885721247568
,,,,,,,,,,,4.183673469387756,-4.387755102040816,-0.008118754741371017,,,,4.183673469387756,-4.387755102040816,0.06289039653543613,,,,4.183673469387756,-4.387755102040816,0.09806296130899261,,,,4.183673469387756,-4.387755102040816,0.12902895615092524,,,,4.183673469387756,-4.387755102040816,0.31458801716709295,,,,4.183673469387756,-4.387755102040816,0.2358043379004146,,,,4.183673469387756,-4.387755102040816,1.0394771501398146,,,,4.183673469387756,-4.387755102040816,0.4731758471590726,,,,4.183673469387756,-4.387755102040816,0.9620659434822479,,,,4.183673469387756,-4.387755102040816,2.0639082015518673,,,,4.183673469387756,-4.387755102040816,2.7027941383111656,,,,4.183673469387756,-4.387755102040816,2.565230272310437,,,,4.183673469387756,-4.387755102040816,2.7801120135353425
,,,,,,,,,,,4.387755102040817,-4.387755102040816,0.03883933972735933,,,,4.387755102040817,-4.387755102040816,0.03124390487413549,,,,4.387755102040817,-4.387755102040816,-0.05798261678573208,,,,4.387755102040817,-4.387755102040816,0.11133461180759803,,,,4.387755102040817,-4.387755102040816,0.0034049345913249873,,,,4.387755102040817,-4.387755102040816,0.26025211948575105,,,,4.387755102040817,-4.387755102040816,0.40219402398033993,,,,4.387755102040817,-4.387755102040816,0.22412645210269205,,,,4.387755102040817,-4.387755102040816,0.8706467386526258,,,,4.387755102040817,-4.387755102040816,0.5144889225942296,,,,4.387755102040817,-4.387755102040816,1.2996675465505905,,,,4.387755102040817,-4.387755102040816,1.440957507359642,,,,4.387755102040817,-4.387755102040816,1.4530979297918467
,,,,,,,,,,,4.591836734693878,-4.387755102040816,0.04130741886033772,,,,4.591836734693878,-4.387755102040816,0.0020422151557745196,,,,4.591836734693878,-4.387755102040816,0.0976951150986325,,,,4.591836734693878,-4.387755102040816,-0.09527134482240326,,,,4.591836734693878,-4.387755102040816,0.352341757444522,,,,4.591836734693878,-4.387755102040816,-0.5940574174020641,,,,4.591836734693878,-4.387755102040816,0.2755154447551982,,,,4.591836734693878,-4.387755102040816,0.7376705625728468,,,,4.591836734693878,-4.387755102040816,1.2935731561561117,,,,4.591836734693878,-4.387755102040816,1.5678204644159455,,,,4.591836734693878,-4.387755102040816,1.337045222257233,,,,4.591836734693878,-4.387755102040816,1.9917080671706235,,,,4.591836734693878,-4.387755102040816,3.8477615583311184
,,,,,,,,,,,4.795918367346939,-4.387755102040816,0.10822977438701042,,,,4.795918367346939,-4.387755102040816,0.09138389646163665,,,,4.795918367346939,-4.387755102040816,0.014104309546168824,,,,4.795918367346939,-4.387755102040816,-0.0908996256334823,,,,4.795918367346939,-4.387755102040816,-0.24011801542091754,,,,4.795918367346939,-4.387755102040816,0.41894135079226236,,,,4.795918367346939,-4.387755102040816,0.3701585804397288,,,,4.795918367346939,-4.387755102040816,0.31300222492459573,,,,4.795918367346939,-4.387755102040816,1.0946783135220577,,,,4.795918367346939,-4.387755102040816,1.8804495377206756,,,,4.795918367346939,-4.387755102040816,1.2333214725113806,,,,4.795918367346939,-4.387755102040816,1.6267606932191239,,,,4.795918367346939,-4.387755102040816,2.905706814826324
,,,,,,,,,,,5.0,-4.387755102040816,0.06686035168914507,,,,5.0,-4.387755102040816,-0.02434924892991813,,,,5.0,-4.387755102040816,-0.0883846773855028,,,,5.0,-4.387755102040816,-0.03191964764937287,,,,5.0,-4.387755102040816,0.23104489818072968,,,,5.0,-4.387755102040816,0.0025800765698038297,,,,5.0,-4.387755102040816,0.5163727655513058,,,,5.0,-4.387755102040816,1.0957572178641724,,,,5.0,-4.387755102040816,1.0057643867226846,,,,5.0,-4.387755102040816,1.2229577383388517,,,,5.0,-4.387755102040816,0.2642631137275324,,,,5.0,-4.387755102040816,0.8785687457687265,,,,5.0,-4.387755102040816,2.4965559471050898
,,,,,,,,,,,-5.0,-4.183673469387755,-0.01528594262346814,,,,-5.0,-4.183673469387755,-0.30168173820628674,,,,-5.0,-4.183673469387755,0.12160515027304042,,,,-5.0,-4.183673469387755,0.016550181449144524,,,,-5.0,-4.183673469387755,0.450177399756857,,,,-5.0,-4.183673469387755,0.5080248547990993,,,,-5.0,-4.183673469387755,0.46965983792236493,,,,-5.0,-4.183673469387755,0.2876394346887522,,,,-5.0,-4.183673469387755,1.4754386059004396,,,,-5.0,-4.183673469387755,1.9702493608383735,,,,-5.0,-4.183673469387755,1.9595500525471872,,,,-5.0,-4.183673469387755,3.213088036565697,,,,-5.0,-4.183673469387755,3.1852765585241682
,,,,,,,,,,,-4.795918367346939,-4.183673469387755,-0.006830261408273137,,,,-4.795918367346939,-4.183673469387755,0.13527016278468396,,,,-4.795918367346939,-4.183673469387755,0.05361582493819914,,,,-4.795918367346939,-4.183673469387755,0.386433454216467,,,,-4.795918367346939,-4.183673469387755,0.048204602335437996,,,,-4.795918367346939,-4.183673469387755,0.46000063999752255,,,,-4.795918367346939,-4.183673469387755,1.0616988564654226,,,,-4.795918367346939,-4.183673469387755,1.5332363327401377,,,,-4.795918367346939,-4.183673469387755,1.2873010842889823,,,,-4.795918367346939,-4.183673469387755,1.9972622172460501,,,,-4.795918367346939,-4.183673469387755,2.5287216945235427,,,,-4.795918367346939,-4.183673469387755,3.7454401720239217,,,,-4.795918367346939,-4.183673469387755,4.0118846339567975
,,,,,,,,,,,-4.591836734693878,-4.183673469387755,0.06289932854935798,,,,-4.591836734693878,-4.183673469387755,0.04349195001170875,,,,-4.591836734693878,-4.183673469387755,0.19435846381308317,,,,-4.591836734693878,-4.183673469387755,0.46456876325932916,,,,-4.591836734693878,-4.183673469387755,0.37421458839806154,,,,-4.591836734693878,-4.183673469387755,0.4007320967474095,,,,-4.591836734693878,-4.183673469387755,0.6503333472622654,,,,-4.591836734693878,-4.183673469387755,0.7538769350580811,,,,-4.591836734693878,-4.183673469387755,1.6909379515486294,,,,-4.591836734693878,-4.183673469387755,1.6167245180801475,,,,-4.591836734693878,-4.183673469387755,3.743057898834259,,,,-4.591836734693878,-4.183673469387755,2.7414624969870265,,,,-4.591836734693878,-4.183673469387755,5.013467605298536
,,,,,,,,,,,-4.387755102040816,-4.183673469387755,0.044371991466284996,,,,-4.387755102040816,-4.183673469387755,-0.015705118689861484,,,,-4.387755102040816,-4.183673469387755,0.12637501647207275,,,,-4.387755102040816,-4.183673469387755,-0.012265413544986226,,,,-4.387755102040816,-4.183673469387755,0.6311549634559775,,,,-4.387755102040816,-4.183673469387755,1.1214039649852783,,,,-4.387755102040816,-4.183673469387755,1.0904708000877743,,,,-4.387755102040816,-4.183673469387755,1.0991468395018844,,,,-4.387755102040816,-4.183673469387755,2.250527576720071,,,,-4.387755102040816,-4.183673469387755,2.397171337476849,,,,-4.387755102040816,-4.183673469387755,2.750861871793666,,,,-4.387755102040816,-4.183673469387755,3.5220197882278335,,,,-4.387755102040816,-4.183673469387755,3.683207775536697
,,,,,,,,,,,-4.183673469387755,-4.183673469387755,0.04822703296260107,,,,-4.183673469387755,-4.183673469387755,0.035741329661707316,,,,-4.183673469387755,-4.183673469387755,0.35112614445199797,,,,-4.183673469387755,-4.183673469387755,0.4173750802631634,,,,-4.183673469387755,-4.183673469387755,0.6867266002243053,,,,-4.183673469387755,-4.183673469387755,0.7881455018454037,,,,-4.183673469387755,-4.183673469387755,1.475836638677988,,,,-4.183673469387755,-4.183673469387755,1.5549469556072266,,,,-4.183673469387755,-4.183673469387755,2.078658098305879,,,,-4.183673469387755,-4.183673469387755,3.0337596918407677,,,,-4.183673469387755,-4.183673469387755,2.0295221549921827,,,,-4.183673469387755,-4.183673469387755,4.178411965493842,,,,-4.183673469387755,-4.183673469387755,4.989130634102079
,,,,,,,,,,,-3.979591836734694,-4.183673469387755,-0.05922117473824483,,,,-3.979591836734694,-4.183673469387755,-0.016393529777976576,,,,-3.979591836734694,-4.183673469387755,-0.015952188152901503,,,,-3.979591836734694,-4.183673469387755,0.33356848336163925,,,,-3.979591836734694,-4.183673469387755,0.8824158155679229,,,,-3.979591836734694,-4.183673469387755,1.0218089991436194,,,,-3.979591836734694,-4.183673469387755,1.365127680050496,,,,-3.979591836734694,-4.183673469387755,1.3184306097110154,,,,-3.979591836734694,-4.183673469387755,1.5949947523478172,,,,-3.979591836734694,-4.183673469387755,2.1563665640531156,,,,-3.979591836734694,-4.183673469387755,2.746228468542789,,,,-3.979591836734694,-4.183673469387755,4.809407305997212,,,,-3.979591836734694,-4.183673469387755,4.425370275330638
,,,,,,,,,,,-3.7755102040816326,-4.183673469387755,0.026359477814421415,,,,-3.7755102040816326,-4.183673469387755,0.09267589630505241,,,,-3.7755102040816326,-4.183673469387755,0.13667272924465146,,,,-3.7755102040816326,-4.183673469387755,0.6408486532409279,,,,-3.7755102040816326,-4.183673469387755,0.34259984792354353,,,,-3.7755102040816326,-4.183673469387755,1.201885018911039,,,,-3.7755102040816326,-4.183673469387755,1.6187162850934378,,,,-3.7755102040816326,-4.183673469387755,2.0408692259007455,,,,-3.7755102040816326,-4.183673469387755,2.030958910435189,,,,-3.7755102040816326,-4.183673469387755,2.4900601132359506,,,,-3.7755102040816326,-4.183673469387755,3.627390900000372,,,,-3.7755102040816326,-4.183673469387755,4.883758108453332,,,,-3.7755102040816326,-4.183673469387755,5.131818545704825
,,,,,,,,,,,-3.571428571428571,-4.183673469387755,-0.003162780829471433,,,,-3.571428571428571,-4.183673469387755,0.026112453084516873,,,,-3.571428571428571,-4.183673469387755,0.29288534045135517,,,,-3.571428571428571,-4.183673469387755,0.2522685424015473,,,,-3.571428571428571,-4.183673469387755,0.988373524425072,,,,-3.571428571428571,-4.183673469387755,1.1216551543139486,,,,-3.571428571428571,-4.183673469387755,1.4382006246330186,,,,-3.571428571428571,-4.183673469387755,2.54746780043592,,,,-3.571428571428571,-4.183673469387755,2.865528782065215,,,,-3.571428571428571,-4.183673469387755,2.9274554212031623,,,,-3.571428571428571,-4.183673469387755,2.8100124203010868,,,,-3.571428571428571,-4.183673469387755,3.561928259602995,,,,-3.571428571428571,-4.183673469387755,5.6199117420140885
,,,,,,,,,,,-3.36734693877551,-4.183673469387755,0.053801378541561924,,,,-3.36734693877551,-4.183673469387755,0.14915499151528933,,,,-3.36734693877551,-4.183673469387755,0.20175872350871601,,,,-3.36734693877551,-4.183673469387755,0.499492512790511,,,,-3.36734693877551,-4.183673469387755,0.6884119856581206,,,,-3.36734693877551,-4.183673469387755,1.20812295514625,,,,-3.36734693877551,-4.183673469387755,1.9947073119422623,,,,-3.36734693877551,-4.183673469387755,2.0025714134830483,,,,-3.36734693877551,-4.183673469387755,3.8192445960882884,,,,-3.36734693877551,-4.183673469387755,3.164188201351317,,,,-3.36734693877551,-4.183673469387755,4.315257500400205,,,,-3.36734693877551,-4.183673469387755,4.616616794710489,,,,-3.36734693877551,-4.183673469387755,5.4203982839746505
,,,,,,,,,,,-3.163265306122449,-4.183673469387755,0.04070037289054589,,,,-3.163265306122449,-4.183673469387755,0.20555485118558453,,,,-3.163265306122449,-4.183673469387755,0.27489923512542574,,,,-3.163265306122449,-4.183673469387755,0.5769393809344737,,,,-3.163265306122449,-4.183673469387755,0.671263283111349,,,,-3.163265306122449,-4.183673469387755,1.2155719328214072,,,,-3.163265306122449,-4.183673469387755,1.4876748448471522,,,,-3.163265306122449,-4.183673469387755,1.7807717284075184,,,,-3.163265306122449,-4.183673469387755,4.101554000338822,,,,-3.163265306122449,-4.183673469387755,2.6796002887855863,,,,-3.163265306122449,-4.183673469387755,3.8508292450067216,,,,-3.163265306122449,-4.183673469387755,4.765253912198198,,,,-3.163265306122449,-4.183673469387755,4.99176590587301
,,,,,,,,,,,-2.9591836734693877,-4.183673469387755,0.09674971481131431,,,,-2.9591836734693877,-4.183673469387755,0.04727444641944015,,,,-2.9591836734693877,-4.183673469387755,0.28553711679066995,,,,-2.9591836734693877,-4.183673469387755,0.6586894908235915,,,,-2.9591836734693877,-4.183673469387755,0.7601010746193597,,,,-2.9591836734693877,-4.183673469387755,1.4767803505789479,,,,-2.9591836734693877,-4.183673469387755,1.5947198366051984,,,,-2.9591836734693877,-4.183673469387755,2.313220096439805,,,,-2.9591836734693877,-4.183673469387755,2.6910841476409186,,,,-2.9591836734693877,-4.183673469387755,3.371625836911845,,,,-2.9591836734693877,-4.183673469387755,5.190974710544852,,,,-2.9591836734693877,-4.183673469387755,5.052401533530655,,,,-2.9591836734693877,-4.183673469387755,5.527987234668961
,,,,,,,,,,,-2.7551020408163263,-4.183673469387755,0.07298798890788452,,,,-2.7551020408163263,-4.183673469387755,0.18678163204338039,,,,-2.7551020408163263,-4.183673469387755,0.1568073919438979,,,,-2.7551020408163263,-4.183673469387755,0.5650197106468787,,,,-2.7551020408163263,-4.183673469387755,0.6387357912249725,,,,-2.7551020408163263,-4.183673469387755,1.6625527913690556,,,,-2.7551020408163263,-4.183673469387755,2.1036111170504137,,,,-2.7551020408163263,-4.183673469387755,2.467813338025136,,,,-2.7551020408163263,-4.183673469387755,3.119268864369392,,,,-2.7551020408163263,-4.183673469387755,3.1474829873335644,,,,-2.7551020408163263,-4.183673469387755,3.7931998978985315,,,,-2.7551020408163263,-4.183673469387755,5.157101040636327,,,,-2.7551020408163263,-4.183673469387755,5.966222752812491
,,,,,,,,,,,-2.5510204081632653,-4.183673469387755,0.10332338723173798,,,,-2.5510204081632653,-4.183673469387755,0.19944250118910195,,,,-2.5510204081632653,-4.183673469387755,0.39979042915338575,,,,-2.5510204081632653,-4.183673469387755,0.7714742708465826,,,,-2.5510204081632653,-4.183673469387755,0.6431022010302487,,,,-2.5510204081632653,-4.183673469387755,1.7191430698476202,,,,-2.5510204081632653,-4.183673469387755,1.95574373800416,,,,-2.5510204081632653,-4.183673469387755,2.086678643332299,,,,-2.5510204081632653,-4.183673469387755,2.342099265419339,,,,-2.5510204081632653,-4.183673469387755,2.695044460916973,,,,-2.5510204081632653,-4.183673469387755,3.970315992446259,,,,-2.5510204081632653,-4.183673469387755,6.018074130152156,,,,-2.5510204081632653,-4.183673469387755,6.823059748313144
,,,,,,,,,,,-2.3469387755102042,-4.183673469387755,0.04951181455885979,,,,-2.3469387755102042,-4.183673469387755,0.24091395717247194,,,,-2.3469387755102042,-4.183673469387755,0.2646684858591474,,,,-2.3469387755102042,-4.183673469387755,0.8074888922353356,,,,-2.3469387755102042,-4.183673469387755,0.866586752264508,,,,-2.3469387755102042,-4.183673469387755,1.4697106111824765,,,,-2.3469387755102042,-4.183673469387755,2.3312500785280785,,,,-2.3469387755102042,-4.183673469387755,3.3268524228398637,,,,-2.3469387755102042,-4.183673469387755,2.500268075370576,,,,-2.3469387755102042,-4.183673469387755,3.445884534347947,,,,-2.3469387755102042,-4.183673469387755,4.390784773162972,,,,-2.3469387755102042,-4.183673469387755,5.208703896135177,,,,-2.3469387755102042,-4.183673469387755,6.387706801808887
,,,,,,,,,,,-2.142857142857143,-4.183673469387755,0.03736571229504658,,,,-2.142857142857143,-4.183673469387755,0.09153891822148377,,,,-2.142857142857143,-4.183673469387755,0.45041615827973175,,,,-2.142857142857143,-4.183673469387755,0.41839290648406,,,,-2.142857142857143,-4.183673469387755,1.489410136375689,,,,-2.142857142857143,-4.183673469387755,1.3541164193117634,,,,-2.142857142857143,-4.183673469387755,2.343984007843612,,,,-2.142857142857143,-4.183673469387755,2.6092590522063546,,,,-2.142857142857143,-4.183673469387755,2.4737925656297115,,,,-2.142857142857143,-4.183673469387755,3.8205456517210097,,,,-2.142857142857143,-4.183673469387755,3.644996615039367,,,,-2.142857142857143,-4.183673469387755,5.311164026984687,,,,-2.142857142857143,-4.183673469387755,5.401245240451595
,,,,,,,,,,,-1.9387755102040813,-4.183673469387755,0.07956656090985638,,,,-1.9387755102040813,-4.183673469387755,0.17273028286415076,,,,-1.9387755102040813,-4.183673469387755,0.7418086048015383,,,,-1.9387755102040813,-4.183673469387755,0.7821630453782487,,,,-1.9387755102040813,-4.183673469387755,1.4690557647922158,,,,-1.9387755102040813,-4.183673469387755,1.7502251269018816,,,,-1.9387755102040813,-4.183673469387755,2.074228589700054,,,,-1.9387755102040813,-4.183673469387755,3.0223815693299967,,,,-1.9387755102040813,-4.183673469387755,3.799366560133176,,,,-1.9387755102040813,-4.183673469387755,3.854390927250832,,,,-1.9387755102040813,-4.183673469387755,4.064461946900999,,,,-1.9387755102040813,-4.183673469387755,4.398860105603994,,,,-1.9387755102040813,-4.183673469387755,5.244446851603288
,,,,,,,,,,,-1.7346938775510203,-4.183673469387755,0.1188250794438593,,,,-1.7346938775510203,-4.183673469387755,0.1476664593482825,,,,-1.7346938775510203,-4.183673469387755,0.6812711830226815,,,,-1.7346938775510203,-4.183673469387755,0.6689116230297097,,,,-1.7346938775510203,-4.183673469387755,1.126150976416274,,,,-1.7346938775510203,-4.183673469387755,1.3201464523621191,,,,-1.7346938775510203,-4.183673469387755,2.1345170753043425,,,,-1.7346938775510203,-4.183673469387755,3.144325337656493,,,,-1.7346938775510203,-4.183673469387755,3.5366066563430913,,,,-1.7346938775510203,-4.183673469387755,3.8114686749205218,,,,-1.7346938775510203,-4.183673469387755,4.871615372701329,,,,-1.7346938775510203,-4.183673469387755,5.617178880583462,,,,-1.7346938775510203,-4.183673469387755,6.23309380753219
,,,,,,,,,,,-1.5306122448979593,-4.183673469387755,0.16221624004200955,,,,-1.5306122448979593,-4.183673469387755,0.4537947669855892,,,,-1.5306122448979593,-4.183673469387755,0.7979121338954139,,,,-1.5306122448979593,-4.183673469387755,1.1625452858544345,,,,-1.5306122448979593,-4.183673469387755,1.6880547560831234,,,,-1.5306122448979593,-4.183673469387755,2.2159070300574317,,,,-1.5306122448979593,-4.183673469387755,2.1538190308509564,,,,-1.5306122448979593,-4.183673469387755,2.2322903438308463,,,,-1.5306122448979593,-4.183673469387755,2.8735035532378035,,,,-1.5306122448979593,-4.183673469387755,4.870131601327674,,,,-1.5306122448979593,-4.183673469387755,3.7022034607965955,,,,-1.5306122448979593,-4.183673469387755,5.517789000410641,,,,-1.5306122448979593,-4.183673469387755,4.809830500080654
,,,,,,,,,,,-1.3265306122448979,-4.183673469387755,0.2830101963887484,,,,-1.3265306122448979,-4.183673469387755,0.2538975676266061,,,,-1.3265306122448979,-4.183673469387755,0.6317364668610257,,,,-1.3265306122448979,-4.183673469387755,0.7871117680759488,,,,-1.3265306122448979,-4.183673469387755,1.6456646166843056,,,,-1.3265306122448979,-4.183673469387755,2.403383092588786,,,,-1.3265306122448979,-4.183673469387755,2.1483550305700065,,,,-1.3265306122448979,-4.183673469387755,2.9606083819745335,,,,-1.3265306122448979,-4.183673469387755,3.08514483843369,,,,-1.3265306122448979,-4.183673469387755,4.1965257380974625,,,,-1.3265306122448979,-4.183673469387755,4.816798816051486,,,,-1.3265306122448979,-4.183673469387755,5.685453795048357,,,,-1.3265306122448979,-4.183673469387755,5.777057019270819
,,,,,,,,,,,-1.1224489795918364,-4.183673469387755,0.19655447187178549,,,,-1.1224489795918364,-4.183673469387755,0.12145656101865837,,,,-1.1224489795918364,-4.183673469387755,0.5386692418633784,,,,-1.1224489795918364,-4.183673469387755,0.8937311874305651,,,,-1.1224489795918364,-4.183673469387755,1.6125725244643991,,,,-1.1224489795918364,-4.183673469387755,1.8761710552332198,,,,-1.1224489795918364,-4.183673469387755,2.0712072480046118,,,,-1.1224489795918364,-4.183673469387755,3.3509715811241705,,,,-1.1224489795918364,-4.183673469387755,3.7428537437181513,,,,-1.1224489795918364,-4.183673469387755,4.657355529292317,,,,-1.1224489795918364,-4.183673469387755,5.083637670516005,,,,-1.1224489795918364,-4.183673469387755,4.4830641121747234,,,,-1.1224489795918364,-4.183673469387755,6.011903125490777
,,,,,,,,,,,-0.9183673469387754,-4.183673469387755,0.17948666411007677,,,,-0.9183673469387754,-4.183673469387755,0.4984063564476156,,,,-0.9183673469387754,-4.183673469387755,0.8179001270835238,,,,-0.9183673469387754,-4.183673469387755,1.0249351758621674,,,,-0.9183673469387754,-4.183673469387755,1.8792335427600717,,,,-0.9183673469387754,-4.183673469387755,1.7616939380760295,,,,-0.9183673469387754,-4.183673469387755,2.1748531450038846,,,,-0.9183673469387754,-4.183673469387755,3.142596094728085,,,,-0.9183673469387754,-4.183673469387755,3.551801505517999,,,,-0.9183673469387754,-4.183673469387755,3.8780678965551467,,,,-0.9183673469387754,-4.183673469387755,5.441471988717626,,,,-0.9183673469387754,-4.183673469387755,5.133002123912867,,,,-0.9183673469387754,-4.183673469387755,6.092792413009602
,,,,,,,,,,,-0.7142857142857144,-4.183673469387755,0.23647388320088708,,,,-0.7142857142857144,-4.183673469387755,0.3865817496087678,,,,-0.7142857142857144,-4.183673469387755,0.5810258426444439,,,,-0.7142857142857144,-4.183673469387755,1.0949424746385958,,,,-0.7142857142857144,-4.183673469387755,1.7104160012346787,,,,-0.7142857142857144,-4.183673469387755,2.1180617053100583,,,,-0.7142857142857144,-4.183673469387755,2.765322866337315,,,,-0.7142857142857144,-4.183673469387755,2.8755361421291705,,,,-0.7142857142857144,-4.183673469387755,2.901989954341344,,,,-0.7142857142857144,-4.183673469387755,3.845615430359523,,,,-0.7142857142857144,-4.183673469387755,4.331982225313415,,,,-0.7142857142857144,-4.183673469387755,5.155620179095927,,,,-0.7142857142857144,-4.183673469387755,6.652481739057599
,,,,,,,,,,,-0.5102040816326525,-4.183673469387755,0.25280061952462896,,,,-0.5102040816326525,-4.183673469387755,0.5024780010870892,,,,-0.5102040816326525,-4.183673469387755,0.8523392877956072,,,,-0.5102040816326525,-4.183673469387755,0.8761707105684396,,,,-0.5102040816326525,-4.183673469387755,1.3987028794227658,,,,-0.5102040816326525,-4.183673469387755,1.5634535181089961,,,,-0.5102040816326525,-4.183673469387755,2.3027438916837517,,,,-0.5102040816326525,-4.183673469387755,2.5092592764330988,,,,-0.5102040816326525,-4.183673469387755,4.517669142585811,,,,-0.5102040816326525,-4.183673469387755,2.9252249661679075,,,,-0.5102040816326525,-4.183673469387755,5.569930785244041,,,,-0.5102040816326525,-4.183673469387755,3.807131279033023,,,,-0.5102040816326525,-4.183673469387755,6.212573671972544
,,,,,,,,,,,-0.3061224489795915,-4.183673469387755,0.31605653394330624,,,,-0.3061224489795915,-4.183673469387755,0.45760831596587487,,,,-0.3061224489795915,-4.183673469387755,0.859198202384182,,,,-0.3061224489795915,-4.183673469387755,1.4320128729339077,,,,-0.3061224489795915,-4.183673469387755,1.442805865982095,,,,-0.3061224489795915,-4.183673469387755,2.2153004688069995,,,,-0.3061224489795915,-4.183673469387755,2.626181279958295,,,,-0.3061224489795915,-4.183673469387755,2.8364767772780612,,,,-0.3061224489795915,-4.183673469387755,3.721441191809019,,,,-0.3061224489795915,-4.183673469387755,4.144196712272666,,,,-0.3061224489795915,-4.183673469387755,4.9614679294221276,,,,-0.3061224489795915,-4.183673469387755,5.3759988147878515,,,,-0.3061224489795915,-4.183673469387755,5.428736925194275
,,,,,,,,,,,-0.1020408163265305,-4.183673469387755,0.2232872319938795,,,,-0.1020408163265305,-4.183673469387755,0.6028453428287641,,,,-0.1020408163265305,-4.183673469387755,0.9949673351305893,,,,-0.1020408163265305,-4.183673469387755,1.1893467367260409,,,,-0.1020408163265305,-4.183673469387755,1.612460753732771,,,,-0.1020408163265305,-4.183673469387755,1.5589428977410071,,,,-0.1020408163265305,-4.183673469387755,2.406290702719535,,,,-0.1020408163265305,-4.183673469387755,3.0710875601493957,,,,-0.1020408163265305,-4.183673469387755,3.681394943433248,,,,-0.1020408163265305,-4.183673469387755,3.775792200690517,,,,-0.1020408163265305,-4.183673469387755,4.379639685271037,,,,-0.1020408163265305,-4.183673469387755,4.247145029462721,,,,-0.1020408163265305,-4.183673469387755,6.015438156945988
,,,,,,,,,,,0.1020408163265305,-4.183673469387755,0.3033805073990535,,,,0.1020408163265305,-4.183673469387755,0.592058663611109,,,,0.1020408163265305,-4.183673469387755,0.3952731260248959,,,,0.1020408163265305,-4.183673469387755,1.0058153172800526,,,,0.1020408163265305,-4.183673469387755,1.2723442615486902,,,,0.1020408163265305,-4.183673469387755,1.6407552175976843,,,,0.1020408163265305,-4.183673469387755,2.4142049128155483,,,,0.1020408163265305,-4.183673469387755,3.3165548971671686,,,,0.1020408163265305,-4.183673469387755,3.3759727638774195,,,,0.1020408163265305,-4.183673469387755,3.1807183275052626,,,,0.1020408163265305,-4.183673469387755,4.330405134817525,,,,0.1020408163265305,-4.183673469387755,5.417357371688173,,,,0.1020408163265305,-4.183673469387755,7.254855128926564
,,,,,,,,,,,0.3061224489795915,-4.183673469387755,0.29943285341877107,,,,0.3061224489795915,-4.183673469387755,0.709664072820409,,,,0.3061224489795915,-4.183673469387755,0.7321151233772413,,,,0.3061224489795915,-4.183673469387755,0.9209087640651092,,,,0.3061224489795915,-4.183673469387755,1.361194537985232,,,,0.3061224489795915,-4.183673469387755,1.83207773248674,,,,0.3061224489795915,-4.183673469387755,2.2655021955861794,,,,0.3061224489795915,-4.183673469387755,3.0767232031619294,,,,0.3061224489795915,-4.183673469387755,3.515563452783405,,,,0.3061224489795915,-4.183673469387755,4.217397081146155,,,,0.3061224489795915,-4.183673469387755,4.723956575028258,,,,0.3061224489795915,-4.183673469387755,3.7931961405163954,,,,0.3061224489795915,-4.183673469387755,5.04679213797041
